metric	value
BLEU	34.4942
chrF	62.7180
COMET	0.7358
LongYAAL (CU)	2448.8114
LongAL (CU)	2227.5955
LongLAAL (CU)	2371.6539
LongAP (CU)	1.1280
LongDAL (CU)	3421.8489
LongYAAL (CA)	103740.4089
LongAL (CA)	262079.0136
LongLAAL (CA)	262082.1638
LongAP (CA)	94.7517
LongDAL (CA)	266741.2717
