metric	value
BLEU	39.8114
chrF	65.5280
COMET	0.7868
LongYAAL (CU)	4763.4785
LongAL (CU)	5016.0463
LongLAAL (CU)	5083.9241
LongAP (CU)	1.5785
LongDAL (CU)	6333.4904
LongYAAL (CA)	64249.0487
LongAL (CA)	99557.0572
LongLAAL (CA)	99559.4518
LongAP (CA)	37.4734
LongDAL (CA)	101634.5168
