LAAL	AL	AP	DAL
-3120.65	-5714.721	0.497	5593.119
8155.931	8155.931	0.496	15916.936
2678.852	-7334.643	0.535	11608.611
11577.619	11577.619	0.461	9170.473
6770.622	6770.622	0.491	8820.935
5419.339	3460.455	0.521	16447.782
968.182	-9308.085	0.531	5688.771
5167.134	5167.134	0.483	8384.724
853.129	-68.429	0.505	6268.17
9941.875	9941.875	0.504	11901.775
4081.252	2796.325	0.515	13091.773
7216.824	7216.824	0.513	12122.549
3047.457	166.891	0.517	8965.574
-481.968	-3547.643	0.508	8795.636
6363.222	5372.799	0.52	19700.286
7232.544	-893.57	0.546	20152.923
59365.211	59365.211	0.417	46044.898
6306.984	6306.984	0.509	12937.212
-1338.107	-1338.107	0.476	3204.98
7518.884	6251.668	0.528	14429.016
4461.373	721.979	0.527	14159.809
