LAAL	AL	AP	DAL
2380.0	2380.0	0.778	2380.0
2340.0	2340.0	1.0	2340.0
2680.729	2680.729	0.847	3791.992
1930.0	1930.0	1.0	1930.0
1209.765	973.344	0.612	3300.0
5169.703	5169.703	0.555	6931.179
1480.0	1480.0	1.4	1480.0
2049.167	1973.03	0.937	2500.0
3751.226	3751.226	0.669	4100.0
3950.0	3950.0	0.923	3950.0
3039.948	2350.955	0.72	4716.032
4562.356	-3234.821	0.975	7335.222
2500.0	2388.889	1.393	2711.538
3486.935	3486.935	0.64	3698.3
930.0	930.0	1.0	930.0
1151.119	-3642.175	0.708	4204.34
3313.75	3313.75	0.755	4221.484
1260.0	1260.0	1.0	1260.0
6833.721	5048.168	0.706	9278.805
2080.0	2080.0	0.8	2080.0
1340.0	1340.0	0.833	1340.0
5905.771	5905.771	0.737	8223.452
1400.0	1400.0	0.6	1400.0
3837.333	3837.333	0.763	4307.361
2755.0	2755.0	0.727	3300.0
4509.937	4509.937	0.621	6380.761
4371.333	4371.333	0.787	5881.25
4388.006	1937.944	0.939	6814.405
5116.415	5116.415	0.583	6129.668
1290.0	1290.0	1.0	1290.0
1580.0	1580.0	1.0	1580.0
2773.438	2773.438	0.736	2939.236
3324.038	3324.038	0.643	4100.0
1090.0	1090.0	0.571	1090.0
5531.976	2020.807	1.279	10306.883
5299.859	5030.3	0.896	7433.218
7567.99	5194.031	1.174	10158.636
4118.182	4118.182	0.964	4787.603
3015.789	2691.789	0.877	4125.0
4110.0	4110.0	1.0	4110.0
2644.0	2644.0	0.867	4201.739
1110.0	1110.0	1.0	1110.0
890.0	890.0	0.571	890.0
3398.382	3398.382	0.67	5153.265
5861.886	5861.886	0.571	5850.0
3542.438	3034.357	0.852	4370.293
2500.0	2500.0	0.571	2500.0
3938.462	3041.231	1.904	5167.751
4436.282	4436.282	0.741	6121.862
3710.0	3710.0	1.111	3710.0
2589.492	2395.594	0.626	6500.0
4644.457	3939.173	1.169	5966.624
2790.789	2350.572	0.827	4100.0
3814.247	2117.576	1.095	5166.597
2906.048	1787.097	0.752	4313.194
2787.357	2787.357	0.672	3491.406
2018.397	1579.167	0.938	3138.284
5422.107	4285.5	0.949	6626.441
3454.167	3454.167	0.664	3978.889
4427.083	4275.0	1.001	5696.354
5635.144	3868.884	0.855	8100.0
4217.222	3638.413	0.905	6511.111
4104.945	2948.541	0.866	4963.959
2482.5	2482.5	0.923	3092.0
3335.263	2819.286	1.203	3785.596
2985.5	2118.676	1.269	3832.224
2783.889	2734.706	0.918	3948.395
4391.378	4095.047	0.975	6289.395
1630.0	1630.0	1.0	1630.0
2780.0	2780.0	0.7	2780.0
7490.333	7193.176	1.397	8100.0
3269.333	3269.333	0.863	3300.0
4110.0	4110.0	1.2	4110.0
3193.645	3193.645	0.785	4174.858
1630.0	1630.0	0.778	1630.0
4517.143	3668.938	0.836	5548.644
5318.93	4910.303	0.99	8100.0
3683.333	3683.333	0.832	4308.061
3418.306	3418.306	0.77	4139.072
3455.0	3455.0	0.796	3825.68
1050.0	1050.0	1.0	1050.0
1660.0	1660.0	0.8	1660.0
2981.5	2981.5	0.865	3811.429
3503.0	3503.0	0.878	4912.656
1230.0	1230.0	1.0	1230.0
3475.455	2655.0	0.915	5138.815
4111.905	3991.167	0.875	5599.592
7900.0	7900.0	1.211	7900.0
4241.905	4241.905	0.635	5369.852
4450.855	4111.679	0.92	5764.266
5304.318	5304.318	0.595	9970.4
4791.822	4791.822	0.836	5700.0
4052.446	2366.613	0.804	7105.054
3129.365	3007.037	0.765	4264.082
900.0	900.0	1.0	900.0
5323.889	2034.537	1.277	9741.27
1130.0	1130.0	0.6	1130.0
5408.076	5408.076	0.723	8319.445
4824.61	4824.61	0.623	6329.668
4016.865	3681.609	0.722	5356.612
5070.736	4676.692	0.997	6018.507
4305.0	4305.0	0.558	4900.0
3213.904	3213.904	0.752	5195.692
6648.96	6648.96	0.697	10315.097
4302.73	2060.056	0.894	6314.804
4372.99	-6067.773	0.974	7643.378
1490.0	1490.0	0.667	1490.0
1530.0	1530.0	1.0	1530.0
3750.549	3238.127	0.966	6034.694
2400.0	2400.0	1.25	2400.0
5830.0	5830.0	1.133	5830.0
3047.806	3047.806	0.661	3852.106
4070.179	4070.179	0.645	4650.605
3377.001	2901.537	0.775	5290.425
2901.292	2662.486	0.753	3858.356
8047.782	7815.571	1.222	9301.406
4654.233	4654.233	0.653	5506.011
5501.667	5501.667	0.933	6543.9
3957.946	3094.554	1.087	4755.727
2420.421	1493.421	0.946	4900.0
4526.162	3793.81	0.977	6014.031
3360.434	2108.821	0.667	6358.702
4852.225	1978.788	0.789	7189.898
3847.5	3531.795	1.288	4760.741
2812.06	2248.051	0.68	5581.512
4416.114	3597.875	0.916	7300.0
4056.272	4056.272	0.625	5700.0
3855.111	3855.111	0.817	4558.172
1140.0	1140.0	0.75	1140.0
3270.0	3270.0	1.0	3270.0
3653.968	3535.897	0.954	5700.0
6883.333	6883.333	0.889	7901.884
4413.212	4413.212	0.513	4025.698
5005.168	4135.392	0.797	10392.809
3024.737	3024.737	0.662	3300.0
3445.5	3445.5	0.883	3519.259
4864.857	4330.0	1.273	5788.98
4975.0	4975.0	0.677	5539.669
6578.636	6221.655	0.758	9274.182
2219.115	983.754	0.749	3990.694
5285.357	5285.357	0.736	6243.7
1240.0	1240.0	1.0	1240.0
1530.0	1530.0	1.2	1530.0
4266.518	4092.308	0.872	5377.285
4812.179	4812.179	0.802	5336.673
3497.793	2902.632	0.913	5700.0
5717.069	5717.069	0.78	6500.0
3230.819	835.541	0.885	4391.098
1400.0	1400.0	1.0	1400.0
1280.0	1280.0	1.0	1280.0
4608.214	4608.214	0.982	5043.827
1160.0	1160.0	0.8	1160.0
3540.606	3389.194	0.643	4821.322
2551.5	2482.115	1.051	3386.4
4206.564	3822.788	0.971	6589.428
1940.729	-8914.43	1.154	4388.465
1010.0	1010.0	1.0	1010.0
7637.727	6353.497	1.043	9735.312
3807.273	3807.273	0.805	4100.0
4649.298	2413.904	0.811	7240.092
4922.676	3516.0	0.835	6900.256
1570.0	1570.0	1.0	1570.0
1750.0	1750.0	1.0	1750.0
6064.073	4572.727	1.023	9656.287
5896.919	5896.919	0.727	8608.549
3857.088	3154.861	0.93	5056.956
2908.69	2908.69	0.644	4174.057
3275.303	3275.303	0.725	7300.0
3166.103	1304.737	0.671	5756.407
3184.5	3184.5	0.689	3897.84
2778.8	2628.869	0.738	4496.411
6526.829	5190.466	0.826	8954.2
4688.333	4453.864	0.891	6587.639
3650.0	3650.0	1.182	3650.0
5095.586	5095.586	0.661	5901.975
990.0	990.0	1.0	990.0
4192.569	3001.389	1.103	6063.767
5318.366	5318.366	0.563	8646.25
5251.522	4947.188	0.867	7160.0
6226.389	6214.706	1.047	6694.29
3938.786	3938.786	0.787	4956.833
6312.324	5744.257	0.754	8093.456
3008.929	838.615	0.873	5985.343
4399.903	4399.903	0.77	5692.232
4409.474	4225.893	0.683	6750.452
3022.845	-5167.751	0.813	5324.646
2958.067	2958.067	0.623	3717.36
4790.266	1657.286	0.789	7999.021
3888.883	1025.422	1.078	5641.506
3278.286	2318.765	0.79	5566.816
4991.894	4671.373	1.165	6790.475
5101.042	5101.042	0.667	7476.282
4460.0	4460.0	0.576	5431.139
4398.024	3935.771	0.674	6659.786
2585.952	2258.165	0.632	4393.4
3913.357	3376.083	0.861	5321.302
3838.182	2893.182	0.686	7760.671
5311.704	4027.861	0.767	7858.899
2402.5	2402.5	0.555	2500.0
2440.657	2153.319	1.125	2860.52
4117.692	4117.692	0.763	4100.0
5245.314	4663.85	0.807	6293.861
5928.793	4987.072	0.73	8020.616
3786.0	3296.0	1.245	4900.0
1290.0	1290.0	0.833	1290.0
1490.0	1490.0	1.0	1490.0
2801.647	2801.647	0.662	4343.6
2586.548	-13.777	0.612	5065.849
3898.409	3661.75	0.948	4900.0
8108.443	8108.443	0.53	7561.73
5257.183	4988.734	0.653	7988.546
7035.163	7035.163	0.636	8005.128
1170.0	1170.0	1.0	1170.0
1370.0	1370.0	0.778	1370.0
