LAAL	AL	AP	DAL
515.383	515.383	0.48	8942.263
7630.324	7630.324	0.503	10814.058
2474.374	-4794.002	0.527	7403.336
5427.786	2314.77	0.529	9342.604
521.813	-2630.633	0.51	5758.932
6103.757	6103.757	0.481	12082.736
-442.176	-16177.572	0.542	6508.438
1472.502	-3486.355	0.518	6775.219
-329.464	-2639.776	0.505	6477.264
5961.53	-7285.454	0.554	11067.079
1938.18	649.234	0.509	8604.456
19075.84	19075.84	0.482	14928.676
15205.236	15205.236	0.495	19195.443
6768.002	-7038.662	0.57	11560.482
-5595.498	-13034.709	0.504	4753.525
5184.584	-6780.157	0.551	12954.459
6932.064	6932.064	0.485	7274.541
1096.227	-17083.381	0.555	16022.289
-1360.472	-1360.472	0.474	6250.025
11364.989	11364.989	0.517	14876.749
3283.528	-1970.956	0.528	8653.434
