LAAL	AL	AP	DAL
59490.257	59490.257	0.351	26388.556
80876.302	80876.302	0.34	28058.818
73027.414	73027.414	0.263	23929.751
99288.747	99288.747	0.373	67808.255
84233.302	84233.302	0.217	20000.0
53839.051	53839.051	0.386	27094.792
94080.742	94080.742	0.316	42641.763
61790.25	61790.25	0.289	26141.164
35921.804	35921.804	0.484	30560.176
51999.207	51999.207	0.368	22844.092
114588.963	114588.963	0.255	54840.895
67739.852	67739.852	0.356	27439.822
54525.504	54525.504	0.367	21605.141
56182.719	56182.719	0.494	56583.62
41586.724	41586.724	0.356	28784.62
97807.116	97807.116	0.426	67049.275
29730.461	29730.461	0.43	21062.425
30362.177	30362.177	0.505	55019.626
100848.344	100848.344	0.185	31704.332
62601.214	62601.214	0.352	33398.63
28952.45	28952.45	0.468	25415.677
