LAAL	AL	AP	DAL
1645.744	1645.744	0.475	4653.36
8349.159	8349.159	0.499	12931.345
2863.305	-7363.295	0.537	7644.181
6624.997	4623.841	0.529	15147.252
8629.464	8629.464	0.489	9562.042
4069.806	3090.382	0.514	22473.49
2774.578	-7740.861	0.537	8665.69
4940.09	4940.09	0.484	8833.342
1861.413	1417.301	0.507	7497.881
4846.405	-1743.135	0.532	12694.437
12802.023	12802.023	0.477	13089.923
4155.606	2202.571	0.515	9659.287
823.014	-1157.323	0.508	6774.252
9095.938	9095.938	0.487	14211.688
-2240.359	-13632.836	0.525	7516.708
5676.13	-192.343	0.534	11542.888
5332.955	5332.955	0.508	13153.061
6400.413	6400.413	0.507	12071.068
-1346.739	-1346.739	0.482	4424.303
7737.651	4301.925	0.537	15242.336
8057.581	8057.581	0.505	13927.22
