LAAL	AL	AP	DAL
18174.836	18174.836	0.42	16175.785
13472.883	13472.883	0.485	13309.27
15103.998	15103.998	0.507	21739.376
6890.279	1990.854	0.54	13603.449
14255.57	14255.57	0.447	12547.403
10307.131	10307.131	0.487	17394.961
829.09	-8104.526	0.527	9504.454
3115.567	743.982	0.515	12314.961
1609.673	-931.675	0.512	14385.921
6115.787	202.241	0.533	14361.061
16153.723	16153.723	0.5	20467.977
49659.673	49659.673	0.423	27248.422
60854.987	60854.987	0.328	18495.073
3390.119	3390.119	0.495	14855.148
-4966.046	-4966.046	0.475	10750.0
12026.328	12026.328	0.493	19704.423
6915.436	6915.436	0.492	11123.709
36925.364	36925.364	0.436	24180.379
9106.153	9106.153	0.451	12210.181
10634.905	8457.353	0.542	20444.461
6415.512	1911.694	0.536	17935.139
