LAAL	AL	AP	DAL
3029.389	3029.389	0.487	7610.121
4442.573	4442.573	0.507	9170.283
2446.075	-7815.35	0.535	10693.165
7060.775	3052.226	0.538	11606.337
513.603	93.284	0.502	6038.518
7174.954	7174.954	0.48	10017.616
2517.953	-9585.912	0.541	6799.527
-253.234	-4996.481	0.512	6484.54
3.858	-2075.419	0.506	6917.429
6306.193	-15221.243	0.579	11844.601
2218.288	-2569.324	0.52	7659.534
18632.671	18632.671	0.478	13924.245
43115.427	43115.427	0.402	14702.202
-454.962	-9521.682	0.528	5639.011
-9592.727	-17279.939	0.493	4029.812
-166.677	-6260.901	0.517	8021.042
3383.11	3383.11	0.488	5731.893
18024.083	18024.083	0.431	10222.677
-1941.56	-1941.56	0.481	6257.453
5826.231	1289.584	0.534	10930.359
2537.128	-4218.716	0.531	7031.466
