LAAL	AL	AP	DAL
-3196.701	-3908.617	0.491	10750.539
10214.734	10214.734	0.49	9678.155
4030.823	-3023.769	0.531	8832.6
5306.572	3083.049	0.525	9593.473
2759.477	2759.477	0.505	8957.81
6521.358	4754.442	0.523	15477.782
707.389	-5344.294	0.518	7634.567
7374.051	-21736.448	0.608	22203.387
-959.1	-959.1	0.496	7199.627
4337.578	-7963.119	0.546	9153.122
4580.635	4580.635	0.502	9530.792
12319.56	12319.56	0.493	16494.035
11712.601	11712.601	0.482	13296.567
-408.124	-8032.32	0.523	7250.0
-4543.899	-12975.124	0.51	4560.308
3393.336	-4055.456	0.532	11012.843
8975.499	8975.499	0.486	9537.429
7053.053	7053.053	0.502	13850.678
-3241.926	-4992.57	0.494	8500.0
8709.509	3265.496	0.547	17119.386
3481.934	-271.225	0.524	9936.641
