LAAL	AL	AP	DAL
1698.333	1698.333	0.947	2000.0
1853.333	1528.333	2.177	2000.0
1818.449	1705.398	0.78	2257.612
1930.0	1930.0	1.0	1930.0
489.942	489.942	0.465	2081.142
1361.483	632.615	0.554	3529.832
1480.0	1480.0	1.0	1480.0
1030.064	720.833	0.832	2111.302
2194.641	2194.641	0.589	2873.269
1802.692	1802.692	0.771	3000.0
684.633	123.333	0.56	2796.164
2687.045	2687.045	0.447	4249.62
1964.286	1770.833	1.427	2434.949
2604.375	2604.375	0.49	2271.821
930.0	930.0	1.25	930.0
707.679	-5015.04	0.723	2514.517
2768.992	1426.818	1.08	4849.943
1260.0	1260.0	1.0	1260.0
4947.407	1478.444	0.72	6386.04
1832.0	1832.0	0.992	2000.0
1340.0	1340.0	1.0	1340.0
2903.981	2297.327	0.693	3979.938
1400.0	1400.0	1.2	1400.0
2272.0	2272.0	0.761	3000.0
1940.667	1443.667	0.961	3000.0
2501.753	2156.541	0.581	4131.381
1934.251	338.929	0.813	3215.349
2547.246	784.03	0.764	3552.964
2565.384	981.044	0.775	6626.24
1290.0	1290.0	1.25	1290.0
1580.0	1580.0	1.5	1580.0
1854.911	1854.911	0.707	2000.0
1605.238	1466.071	0.685	3750.0
1090.0	1090.0	0.714	1090.0
3187.076	1607.05	0.857	4251.095
2553.939	1457.273	0.826	3877.265
4077.974	2189.404	0.869	5757.132
1872.532	1343.636	0.975	2305.714
1666.0	994.0	0.798	3000.0
1830.0	1830.0	0.754	2039.645
1526.25	1526.25	0.643	2000.0
1110.0	1110.0	1.0	1110.0
890.0	890.0	0.714	890.0
1389.376	930.667	0.619	2340.978
2604.041	2604.041	0.637	3827.768
1728.832	1140.528	0.722	2782.344
1809.524	1809.524	0.8	2000.0
1462.364	1462.364	0.668	2303.28
1695.671	1363.63	0.657	3065.566
1921.111	1921.111	0.864	2522.469
240.576	240.576	0.48	2080.0
1661.711	1661.711	0.653	3532.825
742.609	369.565	0.603	2000.0
1350.501	-2048.824	1.012	2524.865
1595.513	-332.527	0.729	2586.982
2053.75	2053.75	0.59	3000.0
1447.46	1002.525	0.896	2270.612
1949.854	-3786.0	1.091	3096.347
2701.613	2701.613	0.688	4879.883
2659.868	2411.005	0.866	3799.479
2193.548	280.1	0.7	3377.19
2006.667	1461.905	0.745	3101.25
2007.071	1156.705	0.693	3220.018
1859.091	1859.091	0.848	2681.333
1759.586	1014.286	0.988	2367.729
2637.972	1442.353	1.411	3316.314
1610.378	1610.378	0.712	2607.889
1879.195	1879.195	0.11	2000.0
1630.0	1630.0	1.2	1630.0
2780.0	2780.0	1.0	2780.0
1913.059	1301.765	0.797	2948.15
1460.222	1460.222	0.746	2000.0
1440.0	1200.25	0.914	2000.0
1875.5	1581.413	0.731	2803.68
1630.0	1630.0	0.889	1630.0
1700.214	-2084.901	0.903	2683.862
1719.221	282.524	0.963	3222.975
2133.434	1781.212	0.917	2629.012
3078.063	3078.063	0.707	4746.25
1954.156	1954.156	0.583	2222.083
1050.0	1050.0	1.25	1050.0
1660.0	1660.0	0.8	1660.0
1826.5	1826.5	0.658	2280.0
1391.765	1218.75	0.69	2125.986
1230.0	1230.0	1.0	1230.0
1575.192	302.871	0.869	3079.342
2392.768	2228.125	0.743	3099.184
2593.797	2593.797	0.652	3750.0
1704.219	1011.356	0.695	4871.28
2021.885	1353.202	0.767	3239.326
2001.859	1577.46	0.563	3848.617
3309.591	3309.591	0.692	4038.235
1690.564	-163.853	0.681	2726.003
1229.343	1229.343	0.594	2484.39
900.0	900.0	0.667	900.0
2749.441	388.032	0.935	4714.294
1130.0	1130.0	1.0	1130.0
2442.917	1561.25	0.657	4038.8
2635.123	2635.123	0.588	4573.855
3203.244	2308.355	0.73	4564.036
2384.139	1972.184	0.764	3534.38
2195.921	2195.921	0.583	2638.182
1975.909	1975.909	0.652	3550.5
1061.69	1061.69	0.512	4034.758
2017.976	-2158.403	0.897	3000.718
1918.372	-7699.023	0.836	5175.481
1490.0	1490.0	0.667	1490.0
1530.0	1530.0	1.0	1530.0
