LAAL	AL	AP	DAL
50191.497	50191.497	0.355	28267.789
54381.173	54381.173	0.38	20970.609
67919.549	67919.549	0.318	28200.721
58558.043	58558.043	0.309	18089.526
73732.582	73732.582	0.268	18000.0
38399.062	38399.062	0.338	18535.81
80547.694	80547.694	0.356	40893.762
89533.141	89533.141	0.268	26652.82
34287.861	34287.861	0.466	25009.266
36554.515	36554.515	0.395	18564.275
69463.653	69463.653	0.3	21619.908
60527.846	60527.846	0.377	21776.944
39051.795	39051.795	0.396	19306.148
46409.636	46409.636	0.4	29623.251
19906.286	19906.286	0.366	22154.882
61711.01	61711.01	0.371	30097.636
34078.748	34078.748	0.433	23911.735
33306.386	33306.386	0.456	34923.496
80127.3	80127.3	0.17	19224.207
59166.081	59166.081	0.421	37619.436
31390.742	31390.742	0.46	24761.365
