metric	value
BLEU	39.0867
chrF	65.2107
LongYAAL (CU)	4260.6183
LongAL (CU)	4346.8061
LongLAAL (CU)	4426.3358
LongAP (CU)	1.4557
LongDAL (CU)	5681.9956
LongYAAL (CA)	63612.3073
LongAL (CA)	98852.1340
LongLAAL (CA)	98854.9130
LongAP (CA)	36.9208
LongDAL (CA)	100874.7228
