LAAL	AL	AP	DAL
5032.539	5032.539	0.487	9307.01
10134.724	10134.724	0.506	17040.692
6051.714	1791.262	0.529	12840.811
9593.619	8481.896	0.536	20253.918
8608.03	8608.03	0.509	15094.653
6842.325	4491.646	0.526	26087.29
3614.019	-4270.968	0.532	11963.289
6112.609	6112.609	0.502	11355.393
1813.301	1813.301	0.473	9532.923
14243.318	14243.318	0.507	18408.558
8842.846	8842.846	0.522	16823.351
6687.59	4923.048	0.521	14791.288
4932.863	2592.44	0.521	14385.413
18864.306	18864.306	0.487	21400.287
-86.417	-9497.203	0.525	10743.676
9387.053	3744.328	0.544	15818.779
16683.914	16683.914	0.488	16492.151
8730.906	8730.906	0.516	19077.135
4654.51	4654.51	0.478	7698.62
11466.424	9112.964	0.545	22448.122
12740.432	12740.432	0.501	17823.851
