LAAL	AL	AP	DAL
-1815.674	-1815.674	0.493	6341.186
21247.644	21247.644	0.468	14560.667
3775.536	-4320.103	0.533	8739.16
6748.905	3191.124	0.535	13333.714
4417.681	4417.681	0.511	10625.038
3184.332	2204.908	0.511	10176.353
2193.602	-5681.051	0.528	7676.539
5862.197	5862.197	0.484	6963.345
937.634	476.86	0.504	6590.733
8964.874	8019.98	0.527	15391.017
5585.015	1913.591	0.526	13296.997
11795.745	11795.745	0.495	13979.637
1505.223	-1195.294	0.512	7625.32
4553.337	4553.337	0.463	9016.25
18243.18	18243.18	0.468	17548.693
6315.583	1563.462	0.532	12361.421
2562.515	2338.891	0.509	11517.324
10153.334	10153.334	0.507	17019.088
3932.179	3932.179	0.483	11204.235
10044.625	10044.625	0.5	13015.747
16537.535	16537.535	0.494	16811.933
