LAAL	AL	AP	DAL
29707.635	29707.635	0.382	20000.0
24511.246	24511.246	0.454	18057.181
68946.016	68946.016	0.389	30576.722
19013.008	19013.008	0.508	22913.537
36940.351	36940.351	0.364	16721.463
48428.018	48428.018	0.412	27211.453
54319.516	54319.516	0.335	18500.0
65837.017	65837.017	0.315	27801.214
14713.809	14713.809	0.519	26020.605
43642.499	43642.499	0.415	26850.4
50595.537	50595.537	0.348	17899.551
51577.501	51577.501	0.419	34579.968
54525.504	54525.504	0.367	21605.141
56023.351	56023.351	0.501	57584.677
19960.931	19960.931	0.378	17250.0
79746.093	79746.093	0.281	36463.094
20704.243	20704.243	0.5	26008.946
4374.016	-13497.137	0.565	27209.022
80094.569	80094.569	0.3	32858.663
36958.294	10097.45	0.731	60238.395
9103.694	9103.694	0.509	21528.011
