metric	value
BLEU	38.9282
chrF	65.2058
LongYAAL (CU)	3736.8405
LongAL (CU)	3718.9953
LongLAAL (CU)	3814.5614
LongAP (CU)	1.3960
LongDAL (CU)	5041.8945
LongYAAL (CA)	78062.2299
LongAL (CA)	140093.2148
LongLAAL (CA)	140096.0665
LongAP (CA)	54.7779
LongDAL (CA)	142752.5171
