LAAL	AL	AP	DAL
-1634.69	-1634.69	0.488	4966.385
27949.301	27949.301	0.458	18558.841
4136.583	4136.583	0.501	8746.628
11608.32	11608.32	0.526	19420.349
10981.974	10981.974	0.483	8305.031
6830.284	6830.284	0.472	5976.392
7800.558	6846.64	0.524	13961.165
12075.414	12075.414	0.47	8034.452
3510.341	3510.341	0.503	15923.428
23431.069	23431.069	0.482	17923.873
5967.231	5967.231	0.501	11168.145
8075.765	8075.765	0.498	13156.029
7405.083	6865.015	0.522	14561.809
6833.751	6833.751	0.428	5675.317
-389.209	-389.209	0.458	10086.567
8143.664	7466.64	0.525	15356.137
7834.864	7834.864	0.462	7517.191
21308.978	21308.978	0.492	18100.771
16966.831	16966.831	0.439	10016.094
9839.025	8932.8	0.535	17431.259
42048.351	42048.351	0.452	29248.736
