LAAL	AL	AP	DAL
-873.044	-873.044	0.481	4569.484
12411.752	12411.752	0.496	18999.282
2801.688	-4654.703	0.528	10481.33
12082.07	12082.07	0.461	9847.418
4126.702	4126.702	0.498	9500.672
4637.839	4637.839	0.459	11107.902
2489.21	-7296.026	0.534	7813.01
3995.984	3995.984	0.486	8631.92
1104.061	412.896	0.505	6207.193
8432.666	6314.934	0.529	15529.882
3921.399	3370.726	0.512	10270.824
4362.042	4184.498	0.511	9678.578
3433.182	3433.182	0.493	7903.488
-134.338	-1973.599	0.505	8003.865
-2762.087	-17127.388	0.531	4992.004
5995.076	-550.66	0.537	12922.673
23796.953	23796.953	0.487	26948.355
8600.537	8600.537	0.504	11219.933
221.323	221.323	0.477	3281.953
7439.293	5450.277	0.531	14025.861
4520.096	1341.669	0.525	14033.978
