LAAL	AL	AP	DAL
-3098.54	-3570.137	0.49	5205.745
9847.751	9847.751	0.497	13158.652
3260.556	-2704.335	0.526	11907.626
7207.76	5651.326	0.529	14854.486
3782.606	3782.606	0.497	9186.657
3510.868	2531.444	0.512	11020.631
-3310.579	-3310.579	0.478	7269.284
275.831	275.831	0.492	7730.309
923.225	923.225	0.501	6935.144
5121.163	-2118.884	0.534	10939.739
7563.219	7563.219	0.506	11617.673
4342.92	969.433	0.519	9497.433
2248.222	87.843	0.512	8328.593
1142.78	1142.78	0.499	10191.567
-3559.988	-15552.868	0.523	5724.046
6075.996	-4308.039	0.549	12581.054
7528.069	7528.069	0.487	10470.814
6253.497	6253.497	0.509	12992.247
-1116.828	-1116.828	0.477	2992.428
9196.009	5217.735	0.543	16948.982
8563.176	8563.176	0.499	12492.02
