metric	value
BLEU	39.7060
chrF	65.6770
COMET	0.7839
LongYAAL (CU)	4740.8657
LongAL (CU)	5048.0625
LongLAAL (CU)	5121.8624
LongAP (CU)	1.5805
LongDAL (CU)	6390.2597
LongYAAL (CA)	83343.6015
LongAL (CA)	156942.1608
LongLAAL (CA)	156943.4434
LongAP (CA)	60.9201
LongDAL (CA)	159806.0303
