LAAL	AL	AP	DAL
1499.561	1499.561	0.49	8410.441
8703.442	8703.442	0.504	13254.363
4905.299	-5108.196	0.542	12201.394
9270.64	7491.847	0.537	18303.793
9605.02	9605.02	0.507	14774.923
6820.344	5449.14	0.523	24960.247
4662.464	-6078.281	0.543	11140.578
6248.015	6248.015	0.501	11026.678
5039.708	3484.87	0.52	12203.668
8161.219	230.241	0.545	17792.953
5752.226	3733.02	0.522	12517.521
5702.213	2328.727	0.522	11916.483
3773.184	-7.658	0.521	10805.829
11542.324	11542.324	0.495	18425.911
-1034.634	-11931.674	0.527	10091.343
10255.611	3258.353	0.551	16987.501
10176.704	10176.704	0.504	14858.884
8515.022	8515.022	0.515	16268.587
4376.457	4376.457	0.477	8671.01
9207.255	6494.9	0.539	21356.908
10783.6	10783.6	0.503	16195.988
