LAAL	AL	AP	DAL
17426.983	17426.983	0.43	8000.0
20751.893	20751.893	0.468	10937.427
13209.641	13209.641	0.48	8650.662
11291.023	11291.023	0.522	17618.253
16009.494	16009.494	0.465	11121.201
20336.483	20336.483	0.464	11688.007
-3066.662	-3066.662	0.481	8020.047
22762.282	22762.282	0.449	14278.925
14273.961	14273.961	0.481	9651.339
31027.214	31027.214	0.424	11955.144
27506.928	27506.928	0.46	13071.197
20779.716	20779.716	0.483	14192.397
25348.442	25348.442	0.491	20486.69
14398.175	14398.175	0.45	9678.537
2212.505	2212.505	0.49	9597.276
14799.595	14799.595	0.498	14995.832
24842.101	24842.101	0.465	15258.404
15114.179	15114.179	0.476	10401.732
10072.273	10072.273	0.442	5566.965
24376.626	24376.626	0.487	18086.097
12662.236	12662.236	0.492	14274.403
