metric	value
BLEU	39.3769
chrF	65.3001
COMET	0.7829
LongYAAL (CU)	4312.3010
LongAL (CU)	4411.7668
LongLAAL (CU)	4495.0687
LongAP (CU)	1.5145
LongDAL (CU)	5764.9246
LongYAAL (CA)	77623.6201
LongAL (CA)	136153.1650
LongLAAL (CA)	136155.3372
LongAP (CA)	52.9355
LongDAL (CA)	138861.3928
