metric	value
BLEU	39.7060
chrF	65.6770
LongYAAL (CU)	4740.8657
LongAL (CU)	5048.0625
LongLAAL (CU)	5121.8624
LongAP (CU)	1.5805
LongDAL (CU)	6390.2597
LongYAAL (CA)	83348.3379
LongAL (CA)	156499.9753
LongLAAL (CA)	156501.2579
LongAP (CA)	60.7428
LongDAL (CA)	159356.5145
