LAAL	AL	AP	DAL
-2707.021	-21167.514	0.551	3628.497
6728.792	6728.792	0.484	3081.68
-5964.14	-29054.003	0.545	2859.89
4748.208	-13937.906	0.582	9234.053
4290.712	-1573.265	0.529	8417.084
4999.743	-9906.596	0.557	10142.414
1270.146	-22156.906	0.569	5897.504
429.612	-2796.519	0.51	3751.481
3390.496	-9762.405	0.55	7057.71
3411.198	-28526.956	0.599	9469.075
2039.775	-2195.407	0.517	6997.159
4000.692	4000.692	0.509	8277.051
14821.639	14821.639	0.465	5637.483
-1750.339	-15522.094	0.539	3047.587
-8515.37	-33318.413	0.542	2000.0
1286.356	-8658.646	0.533	6172.934
5913.681	330.543	0.538	10421.344
18461.925	-28934.227	0.702	32017.921
1752.839	-21571.736	0.591	7690.372
9421.27	9421.27	0.525	13929.13
2583.745	-1732.408	0.523	5552.699
