LAAL	AL	AP	DAL
-328.46	-4837.44	0.513	6388.093
4003.169	322.84	0.518	9408.894
388.82	-15645.192	0.545	4627.605
7935.522	1467.495	0.55	11878.246
250.359	-8156.454	0.524	6129.215
-2263.01	-2263.01	0.482	7262.097
1037.578	-13971.499	0.544	5604.509
-4842.48	-9801.337	0.499	5343.603
-500.004	-4427.586	0.51	4494.267
5565.119	-13832.986	0.57	9242.109
161.728	-7203.934	0.521	4918.574
16312.698	16312.698	0.477	11797.742
24190.954	24190.954	0.44	6933.073
-6107.863	-51246.294	0.624	17891.735
-5435.369	-25276.588	0.538	3854.14
6356.197	-9222.065	0.566	10381.329
368.909	-302.969	0.503	5918.08
-10684.728	-57263.545	0.594	13429.02
-5499.071	-8125.064	0.488	4342.517
7907.337	7000.033	0.529	13498.596
741.993	-9204.349	0.535	5616.598
