LAAL	AL	AP	DAL
921.322	921.322	0.466	4884.135
30641.765	30641.765	0.446	10728.83
1324.592	1324.592	0.496	7515.268
11054.937	11054.937	0.488	8665.067
8312.624	8312.624	0.474	5694.501
8653.987	8653.987	0.477	6864.873
10803.101	10803.101	0.468	6388.941
13939.744	13939.744	0.457	5871.805
5357.121	5357.121	0.477	6217.055
13315.032	13315.032	0.498	13316.38
20739.19	20739.19	0.459	10182.822
27285.686	27285.686	0.458	14576.078
6915.991	6915.991	0.498	8552.4
23891.982	23891.982	0.351	4178.697
10192.708	10192.708	0.467	9145.465
6725.507	6274.161	0.52	13144.618
5102.673	5102.673	0.475	6167.978
29898.051	29898.051	0.469	17925.664
10959.231	10959.231	0.46	8349.989
14920.877	14920.877	0.489	12173.538
13792.642	13792.642	0.477	9522.399
