LAAL	AL	AP	DAL
7329.582	7329.582	0.461	6000.0
16974.031	16974.031	0.472	8783.259
9947.338	9947.338	0.481	7542.872
10116.059	10116.059	0.518	12686.293
15374.048	15374.048	0.47	11822.07
7222.948	-2790.07	0.55	18791.809
-6769.47	-6769.47	0.474	7766.81
20580.047	20580.047	0.445	11464.59
8548.594	8548.594	0.496	9684.409
21640.625	21640.625	0.439	8825.391
19402.451	19402.451	0.462	8475.32
14731.208	14731.208	0.49	11277.358
19822.005	19822.005	0.504	19510.925
9977.713	9977.713	0.477	10770.866
-1063.909	-1063.909	0.47	4998.383
22563.903	6447.143	0.619	33307.27
24463.577	24463.577	0.455	14651.009
22089.181	22089.181	0.483	15473.204
12190.737	12190.737	0.434	7500.0
21767.291	21767.291	0.488	16476.052
12924.325	12924.325	0.489	11844.527
