LAAL	AL	AP	DAL
3185.31	3185.31	0.484	13116.394
9167.344	9167.344	0.497	10210.44
801.797	-7963.09	0.526	7553.822
6338.147	993.273	0.54	11220.118
657.356	657.356	0.499	7736.122
4290.494	4290.494	0.494	11931.69
1402.387	-8280.548	0.53	8108.424
-949.98	-3752.771	0.505	7907.219
109.053	-121.974	0.5	8536.506
6012.454	-6288.243	0.551	11519.868
2100.638	-1397.975	0.515	8795.347
30031.083	30031.083	0.467	19970.743
28745.643	28745.643	0.408	12780.575
1000.158	-2914.845	0.516	8053.915
-5512.89	-11464.129	0.5	5127.58
5749.908	-795.827	0.536	14895.615
5668.222	5668.222	0.493	6793.957
31343.978	31343.978	0.452	20484.203
-180.8	-180.8	0.477	7150.54
8218.388	6766.695	0.531	13809.011
4205.024	-861.793	0.531	11478.776
