metric	value
BLEU	37.0699
chrF	64.2961
COMET	0.7657
LongYAAL (CU)	3094.7686
LongAL (CU)	2967.4151
LongLAAL (CU)	3082.4914
LongAP (CU)	1.2560
LongDAL (CU)	4232.1137
LongYAAL (CA)	77214.0458
LongAL (CA)	138997.6567
LongLAAL (CA)	139000.9960
LongAP (CA)	52.9415
LongDAL (CA)	141569.6849
