LAAL	AL	AP	DAL
2224.804	2224.804	0.492	10382.442
8825.77	8825.77	0.505	13358.377
5278.014	-2604.54	0.537	10989.075
9667.235	9000.211	0.535	20689.133
8778.864	8778.864	0.507	13962.806
6250.379	4095.598	0.524	21641.228
3585.731	-4766.512	0.533	13048.301
6638.914	6638.914	0.501	11191.664
2446.39	1335.919	0.511	11261.854
6315.694	4918.75	0.521	14502.421
7456.524	6722.29	0.523	15141.675
6582.507	4807.024	0.52	13349.193
4446.306	2646.009	0.518	13249.478
16712.053	16712.053	0.488	20243.569
-1140.737	-11542.349	0.525	9235.985
8654.949	2334.97	0.544	16858.69
10133.103	10133.103	0.492	15410.322
7267.197	7267.197	0.514	14375.104
2763.446	2763.446	0.478	9579.772
9708.298	5910.875	0.545	19048.772
11210.375	11210.375	0.501	15328.001
