LAAL	AL	AP	DAL
47722.225	47722.225	0.394	23505.011
25882.188	25882.188	0.435	17147.384
100874.855	100874.855	0.363	49451.73
6754.759	6754.759	0.52	17040.207
39000.879	39000.879	0.325	15390.735
28853.466	28853.466	0.468	24302.006
72508.642	72508.642	0.355	33015.262
56001.607	56001.607	0.324	27318.329
5865.391	4479.215	0.521	19410.137
42717.713	42717.713	0.455	30468.184
54947.577	54947.577	0.376	31524.406
63716.158	63716.158	0.399	31034.784
56015.128	56015.128	0.334	21605.141
65167.66	65167.66	0.394	41241.463
19210.197	19210.197	0.448	14134.389
77726.305	77726.305	0.297	38555.897
12742.048	12742.048	0.503	23830.338
14855.128	14855.128	0.463	30331.268
58768.801	58768.801	0.324	20857.567
24184.123	24184.123	0.531	33352.005
8810.74	8810.74	0.522	22898.12
