metric	value
BLEU	38.7277
chrF	64.9207
LongYAAL (CU)	4691.8494
LongAL (CU)	4898.4964
LongLAAL (CU)	4969.1500
LongAP (CU)	1.6093
LongDAL (CU)	6136.2263
LongYAAL (CA)	54344.6903
LongAL (CA)	78441.2978
LongLAAL (CA)	78443.9076
LongAP (CA)	25.8969
LongDAL (CA)	80043.3432
