LAAL	AL	AP	DAL
-216.398	-216.398	0.48	6663.828
9547.602	9547.602	0.501	12252.668
4775.163	-1402.793	0.53	11665.633
8165.207	6608.773	0.533	20399.859
8564.447	8564.447	0.497	11976.672
6610.199	5238.995	0.522	26199.674
2488.552	-4688.647	0.527	12098.175
4542.932	4542.932	0.494	9106.818
2032.535	2032.535	0.46	8269.989
13366.001	13366.001	0.496	16895.383
7718.702	7718.702	0.518	15477.248
5326.163	3914.551	0.516	13060.796
3596.84	3596.84	0.509	12873.649
17908.341	17908.341	0.485	21041.035
134.689	-6551.529	0.518	12459.469
7012.681	15.423	0.541	14594.533
14881.822	14881.822	0.479	13636.44
6590.99	6590.99	0.512	16592.976
2038.432	2038.432	0.474	7034.915
9877.302	6256.489	0.545	20122.906
10442.271	10442.271	0.504	16683.634
