metric	value
BLEU	39.6484
chrF	65.3745
LongYAAL (CU)	5371.2611
LongAL (CU)	5723.4538
LongLAAL (CU)	5780.5212
LongAP (CU)	1.7368
LongDAL (CU)	7033.7585
LongYAAL (CA)	53927.6655
LongAL (CA)	76802.8436
LongLAAL (CA)	76804.7247
LongAP (CA)	25.2884
LongDAL (CA)	78594.1149
