LAAL	AL	AP	DAL
-4558.682	-6219.836	0.489	3468.852
4201.807	4018.589	0.51	9174.834
3686.058	-9140.917	0.546	8861.957
7469.566	3008.945	0.541	11540.288
-1294.895	-1294.895	0.46	3868.024
1699.936	1699.936	0.499	10965.418
798.818	-5979.101	0.521	5860.787
-1799.861	-7836.774	0.511	5359.323
1067.871	-318.306	0.507	8884.944
11230.849	-18577.756	0.619	17256.962
1596.668	-60.552	0.509	7204.192
22593.175	22593.175	0.48	16231.649
30006.144	30006.144	0.381	6159.993
-875.035	-12620.813	0.535	5884.376
-7180.741	-22308.746	0.52	3750.0
2570.35	-8039.492	0.539	9974.108
765.835	765.835	0.49	3945.119
32763.215	32763.215	0.452	20496.464
-5508.318	-7040.128	0.485	4325.767
5311.008	-133.004	0.535	11040.951
1515.048	-361.503	0.511	8296.004
