LAAL	AL	AP	DAL
688.752	688.752	0.49	9095.078
6183.769	6183.769	0.508	10737.435
1503.753	-4481.922	0.52	6183.106
4759.775	1201.994	0.528	8640.936
91.798	-3270.817	0.509	6269.151
4748.14	4748.14	0.481	10118.626
-200.592	-15209.668	0.541	7407.642
619.74	-5201.561	0.518	6830.169
-235.621	-1852.83	0.503	6684.842
4060.327	-7767.23	0.544	9250.105
3396.822	3396.822	0.505	9710.916
18811.52	18811.52	0.483	14502.663
20081.593	20081.593	0.465	13014.312
-511.883	-5457.195	0.514	7272.021
-6064.903	-14248.122	0.505	4526.597
7750.405	-3988.513	0.558	15926.294
8405.016	8405.016	0.484	8257.822
1463.16	-16103.592	0.554	16617.234
-4365.348	-4365.348	0.477	7171.949
10599.968	10599.968	0.52	14173.164
2694.734	-2372.083	0.526	8458.253
