LAAL	AL	AP	DAL
10097.865	10097.865	0.469	7162.881
12070.336	12070.336	0.485	9806.905
7358.926	7358.926	0.467	5484.898
7168.719	7168.719	0.517	12939.875
11788.113	11788.113	0.471	7795.549
4662.124	-2209.429	0.533	16426.192
11609.839	11609.839	0.465	6553.553
21623.828	21623.828	0.454	12094.328
10280.177	10280.177	0.491	8954.823
14857.383	14857.383	0.46	8268.738
16104.699	16104.699	0.483	10385.082
12786.631	12786.631	0.49	8904.228
20139.587	20139.587	0.455	8429.785
7652.934	7652.934	0.475	9895.329
-8129.745	-8129.745	0.473	5262.139
17916.572	5096.587	0.594	26219.01
24989.07	24989.07	0.462	15732.912
10173.516	4122.239	0.547	33384.695
14304.57	14304.57	0.456	8915.396
21412.62	21412.62	0.484	16027.922
10897.984	10897.984	0.49	10904.652
