LAAL	AL	AP	DAL
-802.663	-802.663	0.476	4372.901
8956.807	8956.807	0.499	13742.174
1651.098	-4952.995	0.523	6398.245
12031.822	12031.822	0.458	8537.77
4392.738	4392.738	0.496	9393.085
3595.706	2224.502	0.514	14848.41
1637.08	-6268.576	0.526	7527.583
3120.753	3120.753	0.496	9918.196
10599.793	10599.793	0.466	8360.737
8292.818	8292.818	0.521	13782.358
4277.141	1890.786	0.519	11535.819
21842.085	21842.085	0.493	18740.927
1707.634	-2253.269	0.516	7704.319
-178.294	-2017.555	0.505	9631.667
-2957.094	-15835.942	0.527	5812.997
6670.532	576.308	0.538	14872.667
23840.395	23840.395	0.488	26948.355
7567.266	7567.266	0.509	12775.215
170.103	170.103	0.476	3279.521
6664.258	6121.175	0.523	11244.733
4335.76	596.366	0.527	14159.809
