LAAL	AL	AP	DAL
1323.333	1323.333	0.877	1499.012
1629.333	1278.333	2.347	1799.2
1210.312	1210.312	0.611	1936.0
1930.0	1930.0	1.0	1930.0
533.158	533.158	0.287	1250.0
886.835	-1312.321	0.586	3010.34
1480.0	1480.0	1.0	1480.0
675.897	366.667	0.736	1361.302
2027.974	2027.974	0.574	2495.962
1102.692	1102.692	0.635	2000.0
2023.84	2023.84	0.488	2900.017
1092.588	1092.588	0.389	3604.566
1401.786	1208.333	1.35	2274.235
1476.75	1476.75	0.371	2000.0
930.0	930.0	1.25	930.0
789.805	-2199.217	0.626	2599.837
1375.333	1375.333	0.568	2260.117
1260.0	1260.0	1.0	1260.0
5364.402	3467.251	0.674	6776.808
1180.0	1110.667	1.04	1341.111
1340.0	1340.0	1.0	1340.0
807.65	807.65	0.419	3109.625
1400.0	1400.0	1.2	1400.0
1144.417	1144.417	0.243	1781.562
1049.643	1049.643	0.517	2000.0
8375.989	8375.989	0.479	6875.73
1964.074	1208.148	0.718	4584.28
1764.872	766.571	0.653	6253.215
2153.235	2153.235	0.618	4846.834
742.0	613.0	1.219	1250.0
1096.667	965.0	1.396	1250.0
1414.062	1414.062	0.702	1730.867
882.43	601.42	0.634	2000.0
1090.0	1090.0	0.714	1090.0
3186.414	1650.278	0.856	4652.789
2516.765	2516.765	0.711	4950.938
3503.825	1420.042	0.851	4848.613
1423.452	841.667	0.896	2021.173
511.25	511.25	0.231	1250.0
1364.929	1364.929	0.681	1491.006
1046.19	1046.19	0.614	2000.0
1110.0	1110.0	1.0	1110.0
890.0	890.0	0.714	890.0
150.588	-1039.219	0.581	2200.865
1798.606	1798.606	0.446	2712.83
614.516	-6.567	0.593	1413.746
1559.524	1559.524	0.757	1583.333
1034.0	1034.0	0.624	1879.68
1265.971	1265.971	0.427	2046.032
1543.333	1543.333	0.805	2500.0
115.576	115.576	0.427	1250.0
1412.171	-331.663	0.938	2399.222
927.391	554.348	0.622	2153.6
710.218	-2895.126	0.923	1387.801
1595.513	-332.527	0.729	2923.274
2285.433	1513.864	1.882	3908.091
1295.119	683.333	0.858	2500.0
1561.739	-5153.488	1.125	2910.522
2661.29	2661.29	0.685	3655.273
887.879	887.879	0.416	2839.815
2875.324	668.274	0.752	6865.428
1866.19	1866.19	0.63	3202.063
517.935	100.138	0.569	1828.252
1403.077	1403.077	0.78	2214.667
1866.729	1121.429	1.005	2483.38
1972.692	910.0	1.157	2521.065
1160.222	1022.51	0.69	1753.272
2094.655	1656.786	0.796	3937.603
1304.167	1277.0	1.153	1340.278
1018.333	1018.333	0.77	1333.8
2156.429	1331.667	0.869	3761.02
1141.833	1141.833	0.757	1734.089
