LAAL	AL	AP	DAL
14787.29	14787.29	0.431	16750.0
36174.221	36174.221	0.435	21021.662
56448.765	56448.765	0.452	50202.689
9954.422	9954.422	0.512	16237.157
40515.659	40515.659	0.392	17678.66
15095.624	15095.624	0.505	22643.781
8762.12	8762.12	0.463	11531.147
55120.901	55120.901	0.433	32427.113
3550.801	3319.774	0.511	18750.0
16039.365	16039.365	0.519	22941.656
10030.391	10030.391	0.502	17939.585
59924.661	59924.661	0.42	31694.029
53111.036	53111.036	0.342	21026.914
15657.681	15657.681	0.475	18974.781
2947.414	2947.414	0.464	11250.0
50057.079	50057.079	0.468	46227.865
15957.829	15957.829	0.503	24036.467
14706.403	14706.403	0.445	20816.913
39891.216	39891.216	0.35	14816.127
18363.996	18363.996	0.534	29257.364
7419.043	5917.807	0.529	21978.256
