LAAL	AL	AP	DAL
1862.222	1862.222	0.965	2000.0
1853.333	1528.333	2.177	2000.0
1764.027	1628.365	0.77	2275.087
1930.0	1930.0	1.0	1930.0
1201.897	122.584	0.705	2404.991
2801.99	2801.99	0.568	5044.052
1480.0	1480.0	1.0	1480.0
1705.0	1598.409	0.884	2275.0
2382.583	2257.141	0.732	3243.833
1890.171	1890.171	0.775	3000.0
1464.793	-518.885	0.717	2928.449
1125.758	-1982.424	0.634	4536.556
1964.286	1770.833	1.427	2434.949
2699.145	2699.145	0.624	3390.658
930.0	930.0	1.25	930.0
-1695.304	-2593.651	0.471	2363.939
1862.292	1658.125	0.72	2668.673
1260.0	1260.0	1.0	1260.0
5964.089	4044.618	0.687	7527.872
1832.0	1832.0	0.992	2000.0
1340.0	1340.0	1.0	1340.0
3006.04	1290.479	0.791	4836.831
1400.0	1400.0	1.2	1400.0
2299.394	2299.394	0.773	3000.0
2522.737	2270.5	0.988	3086.87
5060.555	5060.555	0.505	4964.945
1907.625	666.818	0.825	3302.56
2918.738	-154.977	0.898	4535.165
4049.412	4049.412	0.444	4415.488
1290.0	1290.0	1.25	1290.0
1580.0	1580.0	1.5	1580.0
1820.312	1820.312	0.702	2000.0
1334.97	1334.97	0.251	2000.0
1090.0	1090.0	0.714	1090.0
3407.243	1508.752	0.912	4766.758
2084.242	987.576	0.786	3947.692
4556.65	2290.604	0.944	5910.888
1961.5	1237.5	1.067	2441.6
1617.634	674.667	0.832	3000.0
1861.25	1861.25	0.759	2067.396
1602.353	1602.353	0.65	2000.0
1110.0	1110.0	1.0	1110.0
890.0	890.0	0.714	890.0
1692.339	1328.534	0.647	2824.225
3139.13	3139.13	0.602	4400.044
1682.703	381.786	0.837	2936.728
1809.524	1809.524	0.943	2000.0
2155.368	2155.368	0.741	2796.16
1755.03	1216.333	0.683	3102.553
1921.111	1921.111	0.864	2522.469
378.076	378.076	0.486	2053.061
3086.26	811.15	1.317	4947.981
827.295	827.295	0.53	2049.07
1536.278	-1329.303	1.009	2947.222
1575.087	-1238.277	0.787	3092.262
2263.864	2263.864	0.703	3000.0
1482.619	870.833	0.894	2157.959
2761.817	2145.417	0.71	5446.784
2557.647	2440.0	0.716	3729.239
1950.321	1363.258	0.865	3653.107
2997.037	-309.912	0.829	4133.153
1983.529	1785.434	0.673	3212.727
2849.333	1590.138	0.824	4343.056
2890.0	2890.0	0.966	3661.333
1920.301	1175.0	1.014	2565.097
2665.714	1530.588	1.367	3351.913
1771.092	1771.092	0.734	2607.889
2418.345	2418.345	0.218	2045.625
1630.0	1630.0	1.2	1630.0
2780.0	2780.0	1.0	2780.0
3980.497	2651.597	1.223	7051.569
1460.222	1460.222	0.746	2000.0
1969.829	1590.444	1.108	2631.243
2307.79	2130.435	0.761	4411.285
1630.0	1630.0	0.889	1630.0
3405.685	-199.187	1.018	4772.255
1864.308	1864.308	0.568	3448.163
2521.385	1917.576	1.133	3177.823
2100.251	1519.782	0.783	2874.435
2503.81	2503.81	0.711	3373.254
1050.0	1050.0	1.25	1050.0
1660.0	1660.0	0.8	1660.0
2015.0	2015.0	0.683	2899.527
1534.622	1361.607	0.708	2287.751
1230.0	1230.0	1.0	1230.0
2434.075	1613.621	0.815	4451.763
2502.54	2315.944	0.759	3585.306
2383.636	1845.0	0.877	4256.198
