LAAL	AL	AP	DAL
-694.183	-694.183	0.495	9764.686
10068.232	10068.232	0.5	13755.586
4502.435	-1462.456	0.529	12364.907
7716.179	5492.656	0.534	15877.928
7305.919	7305.919	0.509	13690.682
4092.679	3700.914	0.512	13713.011
-2238.311	-2238.311	0.483	10398.216
2598.504	2598.504	0.504	10899.013
2412.496	1724.212	0.509	10161.471
8503.066	-595.105	0.55	17058.645
8032.862	8032.862	0.512	12475.053
6530.074	2801.467	0.525	12963.629
3995.299	1114.733	0.519	11725.451
2348.687	2348.687	0.506	10528.311
-1981.068	-12259.178	0.523	7762.38
8761.489	183.812	0.552	19648.74
9150.704	9150.704	0.486	11749.122
5237.675	5237.675	0.514	12582.45
314.173	314.173	0.479	4889.496
8662.391	4864.968	0.541	17716.465
9769.991	9769.991	0.501	12782.008
