metric	value
BLEU	38.4280
chrF	64.8340
COMET	0.7671
LongYAAL (CU)	4273.2129
LongAL (CU)	4405.8096
LongLAAL (CU)	4497.7740
LongAP (CU)	1.4481
LongDAL (CU)	5791.8132
LongYAAL (CA)	113268.7553
LongAL (CA)	297736.2087
LongLAAL (CA)	297737.2695
LongAP (CA)	106.1795
LongDAL (CA)	302936.8096
