metric	value
BLEU	38.1349
chrF	64.6958
COMET	0.7668
LongYAAL (CU)	3865.9718
LongAL (CU)	3868.3245
LongLAAL (CU)	3970.6517
LongAP (CU)	1.3883
LongDAL (CU)	5230.5767
LongYAAL (CA)	104534.1750
LongAL (CA)	261327.0434
LongLAAL (CA)	261328.4954
LongAP (CA)	93.2753
LongDAL (CA)	266153.5204
