LAAL	AL	AP	DAL
252.956	252.956	0.492	7336.129
9307.972	9307.972	0.498	12438.722
3979.043	-1346.666	0.526	13248.373
8122.003	5898.481	0.535	16743.436
4725.196	3886.585	0.515	12622.693
4338.561	4338.561	0.506	10946.718
-1337.495	-1337.495	0.48	7328.61
1987.35	1987.35	0.498	10553.532
1808.383	197.856	0.51	10134.904
7715.203	-225.916	0.544	15523.254
6285.973	6285.973	0.512	11760.661
5687.967	3024.712	0.521	11100.596
2885.256	904.919	0.514	9824.227
1966.123	1966.123	0.502	9992.008
-1695.961	-13198.858	0.527	7991.52
6866.753	-2839.877	0.549	15323.792
9302.195	9302.195	0.485	13638.637
5094.241	4686.709	0.515	12054.745
397.503	397.503	0.48	7137.803
8181.681	4565.107	0.539	16313.128
8562.014	8562.014	0.504	12772.436
