LAAL	AL	AP	DAL
2380.0	2380.0	1.0	2380.0
2340.0	2340.0	2.5	2340.0
3221.849	3154.018	0.931	4000.0
1930.0	1930.0	1.0	1930.0
2168.588	1932.167	0.689	4045.175
2642.597	1684.086	0.597	4827.461
1480.0	1480.0	1.0	1480.0
2830.0	2723.409	1.088	4000.0
3631.693	3631.693	0.772	5289.656
3950.0	3950.0	0.923	3950.0
3880.776	2911.852	0.765	7169.662
3861.788	-241.405	0.812	7543.081
3250.0	3250.0	1.556	3250.0
3488.618	3488.618	0.695	4470.748
930.0	930.0	1.25	930.0
400.764	-1185.321	0.585	5330.188
4033.639	3408.889	1.08	6850.3
1260.0	1260.0	1.0	1260.0
7251.163	5085.733	0.73	10697.5
2080.0	2080.0	1.0	2080.0
1340.0	1340.0	1.0	1340.0
2514.847	-101.08	0.834	5184.382
1400.0	1400.0	1.2	1400.0
3333.333	3333.333	0.859	4000.0
3971.579	3887.5	1.132	4659.501
4413.004	4413.004	0.547	6606.169
4403.62	4081.569	0.841	7381.657
3662.924	589.209	0.949	5651.628
4716.957	4716.957	0.6	6734.958
1290.0	1290.0	1.25	1290.0
1580.0	1580.0	1.5	1580.0
3250.0	3250.0	0.812	3250.0
3046.0	2879.0	0.88	6000.0
1090.0	1090.0	0.714	1090.0
5004.702	4251.086	0.904	6612.6
4175.859	3906.3	0.824	6496.194
5041.111	2589.404	0.991	7401.537
5430.0	5430.0	1.091	5430.0
2462.5	1360.0	0.985	4000.0
3284.405	3284.405	0.776	4000.0
3117.0	3117.0	0.813	4000.0
1110.0	1110.0	1.0	1110.0
890.0	890.0	0.714	890.0
2718.902	-74.923	0.984	6228.945
4719.724	4719.724	0.628	6236.892
3096.364	2415.682	0.846	6000.0
2500.0	2500.0	0.857	2500.0
4056.615	4056.615	0.898	5310.08
3084.455	3084.455	0.708	5315.8
3710.0	3710.0	1.0	3710.0
1755.375	1755.375	0.557	4000.0
3828.141	1755.992	1.391	6474.044
2277.778	1586.957	0.815	4000.0
3135.357	467.403	1.198	6000.0
2697.348	142.863	0.855	5555.027
3387.357	3387.357	0.808	4000.0
5710.0	5710.0	1.273	5710.0
2690.983	29.091	1.091	5271.855
3375.0	3375.0	0.749	5373.737
5509.615	5484.091	1.161	6903.107
4757.724	2970.329	0.878	7014.799
3571.765	3373.669	0.785	6690.909
4512.33	2954.075	1.039	7568.531
3061.25	3061.25	0.994	4000.0
3920.833	3594.048	1.329	4624.0
3699.314	2948.067	1.357	4617.6
2808.471	2808.471	0.842	4000.0
3696.786	3696.786	0.791	5968.148
1630.0	1630.0	1.2	1630.0
2780.0	2780.0	1.0	2780.0
3877.614	2317.54	1.263	7005.139
3470.0	3470.0	0.6	3470.0
4110.0	4110.0	1.2	4110.0
2481.703	2304.348	0.781	4170.139
1630.0	1630.0	0.889	1630.0
6052.179	4991.923	0.936	8720.511
3371.167	3371.167	0.764	4830.578
3954.714	3637.714	1.228	4585.6
4532.591	4393.853	0.887	7552.515
3948.254	3948.254	0.85	5373.254
1050.0	1050.0	1.25	1050.0
1660.0	1660.0	0.8	1660.0
4260.833	4260.833	0.948	4968.571
3074.225	2941.136	0.869	4000.0
1230.0	1230.0	1.0	1230.0
3023.636	2261.786	0.863	5672.534
3224.762	3038.167	0.829	4747.846
4706.349	4547.953	1.004	6000.0
3351.22	1489.0	0.99	7260.571
2887.25	2604.405	0.782	4913.244
3800.83	3800.83	0.558	6461.952
4429.895	4429.895	0.882	7331.745
4074.768	-780.432	1.126	7063.168
3401.481	3401.481	0.566	4751.074
