LAAL	AL	AP	DAL
48869.918	48869.918	0.384	21206.82
40240.958	40240.958	0.424	17281.815
35509.571	35509.571	0.414	31088.978
48895.546	48895.546	0.396	23438.984
50905.378	50905.378	0.322	14178.693
40037.467	40037.467	0.457	26482.081
54048.601	54048.601	0.386	22552.989
66245.032	66245.032	0.3	16567.596
22662.618	22662.618	0.463	18425.658
46465.405	46465.405	0.355	15551.984
54470.523	54470.523	0.385	25836.753
51581.229	51581.229	0.422	21741.818
33181.36	33181.36	0.408	14647.287
48649.008	48649.008	0.409	32034.9
34685.16	34685.16	0.406	19808.596
47461.495	47461.495	0.424	23540.872
31996.469	31996.469	0.457	26792.391
23447.964	23447.964	0.458	23069.747
45207.311	45207.311	0.387	22303.379
57569.15	57569.15	0.368	24857.849
24919.592	22698.305	0.59	41113.799
