LAAL	AL	AP	DAL
10257.335	10257.335	0.449	3937.137
7167.987	7167.987	0.496	8696.41
8191.139	8191.139	0.472	5025.213
3749.009	-42.494	0.525	9320.846
12667.345	12667.345	0.475	9913.72
10024.141	10024.141	0.484	7470.931
5600.867	5600.867	0.488	6982.532
18840.212	18840.212	0.453	8512.953
2206.441	2206.441	0.502	6485.212
18319.789	18319.789	0.464	12442.811
4328.008	3959.739	0.513	16378.993
11714.527	11714.527	0.496	9043.118
20407.091	20407.091	0.486	13377.793
6095.928	6095.928	0.478	7585.232
-7331.859	-15525.989	0.501	5397.535
5304.776	3506.498	0.52	11384.66
9752.09	9752.09	0.466	5437.885
16823.027	16823.027	0.489	13191.618
9866.275	9866.275	0.465	7010.999
29294.336	29294.336	0.497	23433.746
5482.417	5482.417	0.48	7918.39
