LAAL	AL	AP	DAL
1623.333	1623.333	0.711	1900.0
2340.0	2340.0	1.0	2340.0
2934.722	2934.722	0.847	3563.867
1930.0	1930.0	1.0	1930.0
735.434	285.108	0.61	2102.268
5384.54	4980.039	0.653	8962.531
1480.0	1480.0	1.4	1480.0
3156.818	3156.818	0.699	3600.0
3195.67	3195.67	0.598	3600.0
2732.051	2732.051	0.87	3400.0
3073.517	2805.419	0.682	5219.225
4030.009	-2245.674	0.883	7561.663
1643.75	1192.361	1.338	1902.041
1820.197	1820.197	0.628	2538.866
930.0	930.0	1.0	930.0
1281.366	-3965.283	0.767	4447.007
2339.231	2339.231	0.661	2987.617
1260.0	1260.0	1.0	1260.0
6581.627	5534.514	0.672	8892.718
2080.0	2080.0	0.8	2080.0
1340.0	1340.0	0.833	1340.0
4129.194	3922.857	0.714	5740.617
1400.0	1400.0	0.6	1400.0
5140.0	5140.0	0.8	5140.0
2375.0	2375.0	0.702	3097.551
4357.904	4357.904	0.595	5811.465
4497.905	4288.571	0.83	7407.584
4116.107	2451.179	0.85	6266.627
4891.765	4891.765	0.681	6498.356
1290.0	1290.0	1.0	1290.0
1580.0	1580.0	1.0	1580.0
1369.196	1369.196	0.579	1481.944
2154.583	2154.583	0.719	3586.719
1090.0	1090.0	0.571	1090.0
4174.447	507.226	1.167	6412.383
7164.714	6984.688	0.998	9063.869
5786.179	3013.415	1.119	7787.069
3063.523	3063.523	0.914	4700.0
8400.0	8400.0	1.08	8400.0
2909.762	2909.762	0.881	3341.42
3591.333	3591.333	0.714	4900.0
1110.0	1110.0	0.833	1110.0
890.0	890.0	0.571	890.0
3887.98	3887.98	0.724	5807.372
4745.299	4745.299	0.621	5710.156
2422.437	2023.103	0.728	3756.4
2121.429	2121.429	0.549	2100.0
3485.157	-201.739	2.084	5397.919
3668.39	3092.542	0.854	6551.129
3448.889	3448.889	0.997	3600.0
2325.856	2325.856	0.577	5900.0
3617.6	2641.053	1.097	5958.144
2249.275	2249.275	0.697	3660.775
2394.924	63.266	1.05	3700.225
2725.758	1532.209	0.744	4282.986
3036.893	3036.893	0.696	4100.0
3183.736	2944.156	1.047	3900.0
6556.955	4915.455	1.09	9900.0
3300.0	3300.0	0.596	4170.153
2343.75	2191.667	0.846	3386.979
4964.694	3159.319	0.824	7883.549
4018.431	3473.669	0.888	5315.694
4202.511	2890.849	0.897	6240.779
2366.667	2366.667	0.9	2628.0
2318.137	1895.238	0.96	2900.0
2327.5	1537.426	1.121	3258.993
2607.0	2518.471	0.872	3517.963
4784.578	4142.667	1.146	8500.0
1630.0	1630.0	1.0	1630.0
2248.667	2248.667	0.673	2400.0
3595.227	2726.912	1.065	4808.306
3169.333	3169.333	0.993	3229.422
3245.417	3074.167	1.199	4100.0
3039.642	3039.642	0.683	4100.0
1110.833	1110.833	0.71	1300.0
4389.6	3371.754	0.832	6417.511
5208.507	4718.154	1.006	7109.204
6340.0	6340.0	1.067	6340.0
4364.0	4364.0	0.791	5700.0
3348.254	3348.254	0.864	4613.061
1050.0	1050.0	1.0	1050.0
1314.0	1314.0	0.957	1322.4
2649.5	2490.0	0.901	3827.733
3663.0	3663.0	0.885	5047.5
1230.0	1230.0	1.0	1230.0
3384.071	3009.762	0.833	4637.846
5196.321	4835.538	1.036	6636.257
7900.0	7900.0	1.105	7900.0
8149.667	8149.667	0.844	11825.592
2706.889	2199.612	0.819	3748.203
4336.506	4336.506	0.572	9012.096
3668.816	3668.816	0.827	5400.0
4566.833	2589.396	0.854	11100.0
2556.968	1803.037	0.818	4826.701
900.0	900.0	1.0	900.0
4205.875	1725.704	1.102	7950.025
1130.0	1130.0	0.6	1130.0
3454.584	2413.929	0.716	7599.952
5468.023	5468.023	0.579	6779.331
3451.043	3097.162	0.696	4602.923
5163.043	4769.0	1.003	6289.244
5187.917	5187.917	0.751	7266.349
4443.99	4308.021	0.941	6361.626
3924.361	2429.665	0.696	6783.008
3189.533	581.644	0.861	4813.456
5436.332	-3056.55	0.937	11862.612
1490.0	1490.0	0.667	1490.0
1530.0	1530.0	1.0	1530.0
2653.623	1426.087	0.912	4300.0
2400.0	2400.0	1.25	2400.0
3868.947	3378.0	1.249	5700.0
2704.107	2704.107	0.613	3743.625
3252.462	3252.462	0.585	5795.539
2860.409	1886.804	0.798	4310.873
3020.29	2897.269	0.736	4314.178
3218.038	2298.871	0.899	5144.159
5449.238	5449.238	0.661	7016.528
3868.75	3868.75	0.867	5470.9
2869.519	2559.583	1.021	5962.796
3787.186	3174.091	1.105	4900.0
2933.319	1944.643	0.864	4515.692
2304.378	1071.869	0.62	6051.736
4096.104	1818.022	0.735	6451.737
