LAAL	AL	AP	DAL
-726.774	-726.774	0.479	10033.711
3663.486	3479.473	0.509	9166.264
3292.198	-5686.479	0.534	7835.845
4822.544	152.8	0.532	8297.489
-765.177	-4548.128	0.508	6095.302
3039.003	3039.003	0.467	6726.251
180.699	-15312.59	0.543	5450.861
1592.572	-2719.459	0.516	6810.683
-197.45	-1814.66	0.504	5524.163
4794.111	-7743.157	0.548	9620.66
2193.35	1456.812	0.508	8415.295
15004.888	15004.888	0.482	11640.39
11935.388	11935.388	0.488	16139.337
-604.86	-3695.629	0.508	5628.451
-5657.63	-13592.844	0.505	4770.116
4075.004	-5857.425	0.541	10348.857
6869.737	6869.737	0.492	8750.711
-301.403	-12556.907	0.534	14743.514
-2589.56	-2589.56	0.479	6263.453
9351.836	9351.836	0.524	14524.783
2999.834	-2817.657	0.529	8042.162
