LAAL	AL	AP	DAL
40011.931	40011.931	0.347	20000.0
28767.385	28767.385	0.452	18562.828
81748.506	81748.506	0.397	41700.739
10328.642	10328.642	0.518	20002.71
40705.407	40705.407	0.319	15394.944
41348.059	41348.059	0.407	31459.874
41153.083	41153.083	0.386	20967.531
75598.668	75598.668	0.3	25804.798
6682.562	6451.535	0.52	20622.76
47347.113	47347.113	0.445	29094.472
51543.488	51543.488	0.367	22687.182
54694.916	54694.916	0.453	39316.988
54953.291	54953.291	0.374	22687.99
65047.014	65047.014	0.4	42716.108
27619.688	27619.688	0.38	17250.0
80077.164	80077.164	0.396	47734.406
19651.611	19651.611	0.497	26939.493
4374.016	-13497.137	0.565	27209.022
55239.588	55239.588	0.265	15009.508
29394.294	29394.294	0.493	29760.241
8457.839	8457.839	0.513	21000.51
