LAAL	AL	AP	DAL
-2611.994	-2611.994	0.481	9202.099
9873.972	9873.972	0.502	12019.491
2806.445	241.212	0.515	8907.438
6172.467	2832.054	0.532	11435.701
2190.784	2190.784	0.469	9986.782
6387.737	6387.737	0.491	12436.521
1441.611	-6304.634	0.525	8289.92
375.739	-2858.261	0.51	8594.519
1021.201	559.145	0.504	13552.145
4201.035	-5024.302	0.537	9867.589
4049.372	3681.104	0.512	10779.398
28237.273	28237.273	0.469	18934.096
35055.561	35055.561	0.402	13954.813
949.84	-1316.708	0.51	9710.012
-5769.967	-9737.344	0.494	5360.257
6295.762	2910.357	0.528	18205.793
5363.7	5363.7	0.501	8776.839
37062.784	37062.784	0.42	17697.432
1036.714	1036.714	0.476	8047.018
7682.903	5505.351	0.532	13011.711
5716.78	2151.284	0.531	13989.107
