LAAL	AL	AP	DAL
3722.471	3722.471	0.475	7490.463
6206.107	6206.107	0.498	9179.227
1214.319	-11398.857	0.538	8118.908
5354.831	-1549.174	0.542	9609.147
-151.348	-151.348	0.474	4242.536
4402.08	4402.08	0.494	10882.942
2584.129	-6856.717	0.533	8516.792
-1678.111	-3618.494	0.5	7239.99
1949.251	1949.251	0.498	7248.502
5792.778	-11239.461	0.564	12127.038
2939.613	-559.001	0.518	9045.418
25171.675	25171.675	0.469	15020.09
52568.708	52568.708	0.38	15218.828
1383.622	-4798.083	0.525	7095.274
-5702.809	-14134.034	0.506	4750.0
4762.887	-2685.905	0.536	12336.564
4149.359	4149.359	0.498	6750.237
16651.493	16651.493	0.448	13896.721
2030.88	2030.88	0.477	6220.024
7744.104	7018.261	0.527	14186.565
3161.178	-1717.972	0.527	8936.72
