LAAL	AL	AP	DAL
1061.844	1061.844	0.472	4236.452
18145.449	18145.449	0.463	9966.455
3792.024	-1107.575	0.524	9653.218
19133.569	19133.569	0.498	24870.891
16809.545	16809.545	0.46	7739.819
15485.581	15485.581	0.48	19405.654
3381.054	-2344.905	0.525	9690.508
21430.634	21430.634	0.468	16068.031
14944.995	14944.995	0.48	13705.919
10558.959	9150.884	0.533	20167.168
21660.853	21660.853	0.452	15254.538
17522.811	17522.811	0.495	15262.697
3897.267	3897.267	0.496	9089.219
19458.094	19458.094	0.476	17846.602
-1953.756	-12631.142	0.523	10000.575
12019.686	12019.686	0.501	14690.565
12292.345	12292.345	0.489	12897.543
21816.862	21816.862	0.466	15143.905
4887.265	4887.265	0.468	8831.886
16063.376	16063.376	0.504	18598.295
14367.03	14367.03	0.457	10384.15
