LAAL	AL	AP	DAL
10052.971	10052.971	0.448	14001.167
20610.981	20610.981	0.469	16508.592
62908.114	62908.114	0.425	35459.533
7028.609	7028.609	0.522	16175.908
27131.812	27131.812	0.419	18168.219
16107.925	16107.925	0.489	19455.257
-1502.38	-7530.33	0.512	11326.105
25368.963	25368.963	0.473	24190.262
2550.988	1626.874	0.51	15315.852
8535.788	7116.581	0.527	19632.36
16292.326	16292.326	0.494	20283.866
43964.109	43964.109	0.427	22907.865
60573.568	60573.568	0.372	27454.555
6273.192	6273.192	0.488	16528.541
-4901.528	-4901.528	0.481	11000.0
14805.453	14805.453	0.488	20786.573
10140.894	10140.894	0.488	14549.483
16983.476	16983.476	0.498	32175.225
16556.004	16556.004	0.408	10018.286
10501.437	8142.419	0.542	21526.095
7735.291	2668.473	0.543	19832.721
