LAAL	AL	AP	DAL
2380.0	2380.0	1.0	2380.0
2340.0	2340.0	2.5	2340.0
2502.574	2423.438	0.869	3363.322
1930.0	1930.0	1.0	1930.0
1727.412	1490.991	0.653	3370.175
3866.214	3638.696	0.604	5908.035
1480.0	1480.0	1.0	1480.0
2332.5	2256.364	0.976	3000.0
2549.25	2423.807	0.746	3375.467
3323.077	3323.077	0.905	3569.097
2826.519	1691.239	0.726	4851.636
4177.244	426.933	0.786	6605.837
2714.286	2520.833	1.53	3000.0
3093.882	3093.882	0.659	3930.975
930.0	930.0	1.25	930.0
276.841	-2208.391	0.608	3413.899
3644.75	3020.0	1.031	6354.475
1260.0	1260.0	1.0	1260.0
7225.384	5982.075	0.693	9807.792
2080.0	2080.0	1.0	2080.0
1340.0	1340.0	1.0	1340.0
3998.882	2060.346	0.87	6707.67
1400.0	1400.0	1.2	1400.0
3349.143	3349.143	0.864	4051.939
3035.556	2877.778	0.988	3772.346
3701.803	3701.803	0.54	6315.494
4168.326	3846.275	0.828	6862.426
3163.509	-140.734	0.934	5055.168
5194.02	5194.02	0.465	5253.924
1290.0	1290.0	1.25	1290.0
1580.0	1580.0	1.5	1580.0
2426.339	2426.339	0.784	3000.0
2606.0	2439.0	0.825	4500.0
1090.0	1090.0	0.714	1090.0
4511.3	3617.253	0.901	6094.172
4015.859	3746.3	0.814	6496.194
4996.667	2544.959	0.988	7226.413
3275.357	3151.948	0.997	4500.0
2167.634	1224.667	0.911	3448.283
2837.143	2837.143	0.799	3061.875
3077.857	3077.857	0.817	4500.0
1110.0	1110.0	1.0	1110.0
890.0	890.0	0.714	890.0
3817.304	3637.511	0.745	7375.133
3327.651	3327.651	0.598	4727.2
2384.118	1553.571	0.822	4500.0
2500.0	2500.0	0.857	2500.0
2748.923	2748.923	0.803	3445.44
1987.069	1842.058	0.663	3505.723
2559.167	2559.167	0.936	3000.0
1516.646	1516.646	0.518	3000.0
3039.679	967.53	1.265	4926.9
1951.691	1260.87	0.781	3349.794
2536.278	-329.303	1.131	4500.0
2134.848	-419.637	0.811	3957.347
2428.75	2428.75	0.723	3000.0
5710.0	5710.0	1.273	5710.0
3061.867	352.308	0.988	4246.003
2937.5	2937.5	0.72	4459.596
3761.111	3650.505	0.961	4593.229
4807.357	3145.276	0.869	7115.571
3246.783	2796.762	0.807	5401.966
3836.793	2175.223	0.926	5931.752
3390.0	3390.0	0.983	3728.0
2615.263	2099.286	1.118	3170.36
3432.089	2236.471	1.541	4243.853
2662.222	2554.02	0.881	3413.889
3089.925	3089.925	0.651	3977.184
1630.0	1630.0	1.2	1630.0
2780.0	2780.0	1.0	2780.0
3923.068	2362.995	1.27	7500.0
3470.0	3470.0	0.6	3470.0
4110.0	4110.0	1.2	4110.0
2307.79	2130.435	0.761	3359.896
1630.0	1630.0	0.889	1630.0
4980.843	2810.436	0.993	6810.986
3683.765	3316.0	0.879	6000.0
3811.857	3494.857	1.217	4500.0
4400.444	4118.4	0.913	7513.004
2337.143	2337.143	0.695	3000.0
1050.0	1050.0	1.25	1050.0
1660.0	1660.0	0.8	1660.0
2551.5	2551.5	0.743	3476.45
2641.111	2364.583	0.878	3391.111
1230.0	1230.0	1.0	1230.0
3341.417	3044.881	0.807	5707.033
2919.206	2732.611	0.799	4442.449
3109.023	2752.632	0.927	5176.417
2380.631	518.412	0.903	5297.156
2720.583	2437.738	0.769	4311.833
2406.592	1987.851	0.574	4787.839
3229.895	3229.895	0.779	4363.047
1180.167	29.833	0.618	4703.529
1547.262	1381.759	0.64	3000.0
