LAAL	AL	AP	DAL
-387.533	-387.533	0.476	4315.591
12203.512	12203.512	0.498	19976.962
-41.259	-1745.326	0.504	8773.373
11154.285	11154.285	0.46	8375.25
6690.882	6690.882	0.482	8117.79
4094.445	-215.289	0.524	15363.698
2027.612	-8754.764	0.536	7087.026
4390.92	4390.92	0.482	7606.411
1398.969	-213.785	0.508	6690.312
12777.282	12777.282	0.463	8381.656
3352.154	2250.793	0.512	9663.229
24160.639	24160.639	0.495	21977.57
1412.435	-2548.468	0.515	7696.284
1310.637	493.241	0.506	18415.343
-2136.07	-15262.654	0.53	6203.452
8156.725	2288.252	0.541	14830.321
59149.112	59149.112	0.424	46819.684
5155.956	5155.956	0.505	9976.186
-475.647	-475.647	0.479	3652.335
7215.704	5767.451	0.528	13625.781
4384.167	644.773	0.527	14159.809
