LAAL	AL	AP	DAL
3925.575	3925.575	0.465	4850.769
12599.488	12599.488	0.481	12581.139
5093.257	-25.362	0.528	11132.443
10743.624	10743.624	0.523	20040.759
10795.737	10795.737	0.484	10122.209
3604.963	3604.963	0.505	21004.721
2110.568	-6241.676	0.529	8710.994
8297.559	8297.559	0.476	9324.291
4314.043	4314.043	0.489	8222.027
9847.929	9847.929	0.516	19701.709
13685.668	13685.668	0.506	14419.687
4863.013	4863.013	0.502	7472.981
596.762	-663.425	0.505	7636.188
11591.499	11591.499	0.482	14359.457
5854.173	-15502.099	0.577	15435.591
7526.936	6171.058	0.526	13371.002
14016.129	14016.129	0.471	10706.659
5733.107	5733.107	0.505	12412.61
-468.039	-468.039	0.479	4217.845
7494.759	7313.299	0.525	15009.115
9752.004	9752.004	0.494	13046.476
