metric	value
BLEU	39.5806
chrF	65.5790
LongYAAL (CU)	4300.9968
LongAL (CU)	4402.7367
LongLAAL (CU)	4486.3940
LongAP (CU)	1.5179
LongDAL (CU)	5760.6334
LongYAAL (CA)	77904.1996
LongAL (CA)	137889.9734
LongLAAL (CA)	137891.9093
LongAP (CA)	53.6515
LongDAL (CA)	140628.4866
