LAAL	AL	AP	DAL
-2133.054	-2133.054	0.477	4085.913
7148.042	7148.042	0.502	13775.916
2511.866	-4731.447	0.527	10372.074
5760.603	3759.447	0.526	14987.516
5324.328	5324.328	0.49	8620.505
3592.888	3592.888	0.503	10911.05
-5593.338	-5593.338	0.479	4612.243
-1341.293	-1341.293	0.485	6454.43
-695.973	-695.973	0.497	5337.466
5914.676	-2333.14	0.539	12071.723
5328.106	5328.106	0.508	10848.975
3479.745	994.046	0.515	8905.592
1357.556	-2063.17	0.513	7336.782
-295.82	-908.859	0.5	6860.666
-3702.792	-16955.53	0.526	5996.006
4757.14	-4046.322	0.54	11178.607
7698.723	7698.723	0.486	10963.512
3148.991	2130.148	0.511	10571.723
-2651.803	-2651.803	0.477	2996.712
7977.393	4541.667	0.537	15805.44
6608.079	6608.079	0.495	10063.596
