LAAL	AL	AP	DAL
23541.078	23541.078	0.406	18047.107
51450.894	51450.894	0.405	24618.593
69279.382	69279.382	0.334	34160.483
60586.879	60586.879	0.393	32084.853
62437.751	62437.751	0.309	17945.023
40012.61	40012.61	0.379	24512.061
61395.072	61395.072	0.378	30170.869
61115.547	61115.547	0.303	18614.285
25019.974	25019.974	0.456	16608.383
35421.757	35421.757	0.412	17378.682
52711.382	52711.382	0.347	18935.85
62881.735	62881.735	0.399	25840.018
36511.652	36511.652	0.415	19394.081
44835.312	44835.312	0.447	32841.142
29933.219	29933.219	0.373	16000.0
58638.811	58638.811	0.403	39115.793
22615.229	22615.229	0.424	16000.0
-10421.324	-46123.621	0.568	26684.293
85204.389	85204.389	0.265	38742.617
40303.182	40303.182	0.433	22863.875
44902.692	44902.692	0.406	25494.035
