LAAL	AL	AP	DAL
2336.978	2336.978	0.479	4480.11
14510.043	14510.043	0.469	9316.428
4879.231	2106.771	0.521	10863.899
14238.757	14238.757	0.506	18499.36
12891.026	12891.026	0.467	6848.014
4233.51	4233.51	0.485	20411.199
6351.521	6351.521	0.516	13836.228
12717.464	12717.464	0.48	9447.051
3665.947	3665.947	0.503	8476.907
8919.554	8919.554	0.523	19954.119
10926.625	10926.625	0.504	12995.272
12915.846	12915.846	0.489	10318.079
1176.036	995.827	0.503	8196.198
11178.843	11178.843	0.466	11862.171
5032.737	-12846.538	0.565	13662.198
9198.69	9198.69	0.525	15022.754
10654.566	10654.566	0.491	12729.591
17374.826	17374.826	0.473	14875.662
5158.585	5158.585	0.48	7299.59
17821.088	17821.088	0.503	19602.737
10845.88	10845.88	0.496	13693.896
